group,names,scores,logfoldchanges,pvals,pvals_adj
0,ENSG00000185518,1.9735099,,0.04843750334560431,0.07102273217830543
0,ENSG00000286321,1.9639447,,0.04953651221843268,0.07247001765486637
0,ENSG00000172673,1.9636604,,0.0495694920759286,0.07247001765486637
0,ENSG00000150394,1.7963686,,0.0724359176785667,0.10407459436575676
0,ENSG00000231171,1.7699276,,0.07673919680978764,0.10994154270743214
0,ENSG00000285798,1.5991621,,0.10978458897147703,0.15375992853148043
0,ENSG00000179066,1.5401381,,0.12352667827444841,0.171803446835116
0,ENSG00000141255,1.538929,,0.12382162328486607,0.1720939864973816
0,ENSG00000147614,1.3624805,,0.17304628718124093,0.23479821869910575
0,ENSG00000124635,1.143975,,0.2526339836408512,0.3346145478686771
0,ENSG00000111181,1.1424177,,0.25328047412310106,0.3352488075752496
0,ENSG00000258733,1.1032296,,0.2699274404617078,0.355870059936332
0,ENSG00000226317,0.86762244,,0.3856010519720643,0.4961269265443221
0,ENSG00000287092,0.67061704,,0.5024645400113904,0.6356287666178246
0,ENSG00000280870,0.5270076,,0.598188309170613,0.7421691180776836
0,ENSG00000254303,0.48744032,,0.6259463381793673,0.7708698746051321
0,ENSG00000136155,0.48548558,,0.6273319392797644,0.7721008483443254
0,ENSG00000271584,0.40355495,,0.6865400175996785,0.8311622489100224
0,ENSG00000205628,0.34330717,,0.7313673989379204,0.87449292889848
0,ENSG00000229491,0.34311315,,0.7315133350235785,0.87449292889848
0,ENSG00000237941,0.24151973,-1.8984256,0.8091523287989698,0.9441684116674094
0,ENSG00000222724,0.13507694,-0.9415935,0.89255103679567,0.9987102931362558
0,ENSG00000166069,0.13423564,-0.13691942,0.8932162433289192,0.9987102931362558
0,ENSG00000233288,0.12754041,-0.9926565,0.8985126917921895,0.9992025538479312
0,ENSG00000259721,0.08624344,-0.5206714,0.9312728993061341,0.9992025538479312
0,ENSG00000147613,0.07917814,-0.5068133,0.9368909345058672,0.9992025538479312
0,ENSG00000206172,0.073068425,-0.44220975,0.9417516669720085,0.9992025538479312
0,ENSG00000167306,0.067271486,,0.946365578117003,0.9992025538479312
0,ENSG00000217275,0.065306835,-0.39966914,0.9479296992873759,0.9992025538479312
0,ENSG00000240457,0.05896823,-0.3667461,0.9529774114846055,0.9992025538479312
